time,x,y,z
13:28:39:854,-0.59,-0.16,10.28
13:28:39:889,-0.46,-0.53,10.27
13:28:39:983,0.42,1.84,9.63
13:28:40:171,0.56,0.19,9.1
13:28:40:318,0.86,-0.56,9.7
13:28:40:411,2.03,-0.81,9.94
13:28:40:567,0.59,-1.7,9.46
13:28:40:630,-1.29,-1.92,10.27
13:28:40:686,0.43,-0.88,9.74
13:28:40:730,0.43,-0.88,9.74
13:28:40:753,0.43,-0.88,9.74
13:28:40:842,0.31,-0.48,10.04
13:28:40:896,-0.08,-0.03,10.06
13:28:40:999,-1.38,1.78,10.98
13:28:41:73,-0.03,0.89,9.73
13:28:41:191,4.18,-3.7,10.82
13:28:41:249,1.33,-3.18,10.22
13:28:41:365,0.76,2.69,8.88
13:28:41:454,0.76,2.69,8.88
13:28:41:511,0.19,-0.03,9.77
13:28:41:619,1.06,-0.79,8.18
13:28:41:691,0.61,-1.29,10.1
13:28:41:720,2.71,2.55,10.07
13:28:41:794,1.44,0.62,8.32
13:28:41:918,0.4,0.38,9.2
13:28:42:87,1.33,-0.71,10.13
13:28:42:198,0.28,-0.54,9.35
13:28:42:283,-0.58,-1.19,10.86
13:28:42:465,0.37,-0.85,9.69
13:28:42:564,0.65,-0.41,9.72
13:28:42:691,1.41,-1.05,10.62
13:28:42:785,1,-0.45,9.36
13:28:42:953,0.47,-0.37,9.78
13:28:43:63,0.48,-0.41,9.63
13:28:43:187,1.04,-0.56,9.71
13:28:43:238,1.04,-0.56,9.71
13:28:43:328,0.76,-0.4,9.76
13:28:43:426,0.83,-0.43,9.84
13:28:43:480,0.58,-0.63,9.79
13:28:43:630,0.94,-0.44,9.84
13:28:43:730,0.7,-0.35,9.69
13:28:43:839,0.62,-0.29,9.77
13:28:43:907,0.62,-0.29,9.77
13:28:44:79,2.56,-0.72,10.73
13:28:44:42,2.56,-0.72,10.73
13:28:44:246,-0.93,-0.47,10.49
13:28:44:337,-0.16,-0.58,10.11
13:28:44:500,1.36,-0.46,9.79
13:28:44:552,-0.07,-0.25,10.17
13:28:44:742,0.84,-0.1,9.69
13:28:44:808,0.19,1.46,10.05
13:28:44:870,0.01,1.81,10.03
13:28:44:962,0.37,0.19,9.43
13:28:45:101,0.87,0.4,10.15
13:28:45:213,0.56,1.09,8.72
13:28:45:264,0.32,0.06,10.32
13:28:45:345,0.09,-0.71,11.35
13:28:45:388,0.34,-1.05,11.44
13:28:45:517,0.77,2.51,7.48
13:28:45:568,0.39,2.19,8.18
13:28:45:622,-0.24,1.36,8.77
13:28:45:744,-0.7,-2.58,10.06
13:28:45:863,-1.67,0.69,10.74
13:28:45:963,-0.04,-0.24,11.08
13:28:46:121,-0.48,0.61,8.74
13:28:46:300,-7.19,-3.86,7.44
13:28:46:440,-2.09,0.32,11.89
13:28:46:480,-1.07,-0.08,9.55
13:28:46:699,-3.28,-6.25,11.56
13:28:46:851,1.4,0.75,9.76
13:28:46:982,-1.24,0.13,10.17
13:28:47:134,-0.23,0.06,10.18
13:28:47:201,0.26,0.05,9.88
13:28:47:242,0.55,0.18,9.77
13:28:47:369,-0.19,0.25,10.07
13:28:47:420,-0.19,0.25,10.07
13:28:47:511,-0.52,0.04,10.33
13:28:47:619,-0.56,0.04,10.52
13:28:47:772,-0.27,0.11,10.21
13:28:47:835,-0.06,0.01,9.96
13:28:47:904,-0.62,2.27,10.03
13:28:48:9,-0.77,0.58,9.97
13:28:48:79,-0.06,0.15,10.23
13:28:48:207,1.6,-1.15,12.32
13:28:48:260,0.01,-0.5,9.77
13:28:48:374,-0.55,-0.76,10.68
13:28:48:499,0.19,0.74,9.51
13:28:48:603,-0.2,0.6,9.83
13:28:48:741,-0.09,0.42,10.32
13:28:48:807,0.07,0.48,9.83
13:28:48:917,0.07,0.48,9.83
13:28:48:979,0.38,-0.73,11.14
13:28:49:82,-0.2,0.59,10.95
13:28:49:140,0.87,0.93,8.39
13:28:49:290,-0.14,2.86,9.63
13:28:49:409,-1.43,-0.38,10.84
13:28:49:515,-0.96,0.6,9.73
13:28:49:574,-0.96,0.6,9.73
13:28:49:652,-2.93,-0.5,10.34
13:28:49:720,-2.93,-0.5,10.34
13:28:49:874,-0.6,0.83,9.46
13:28:49:997,-0.57,-0.06,10.31
13:28:50:135,-1.47,0.79,9.66
13:28:50:201,-1.46,0.02,10.95
13:28:50:273,1.84,-2.68,12.11
13:28:50:363,1.32,0.41,9.1
13:28:50:447,-0.48,-0.54,12.72
13:28:50:579,-1.06,0.67,9.8
13:28:50:695,-0.61,0.32,9.8
13:28:50:795,-0.91,-3.4,12.08
13:28:50:842,-0.91,-3.4,12.08
13:28:50:972,0.56,0.74,8.5
13:28:51:63,-1.98,-0.71,10.0
13:28:51:166,-2.42,-1.77,9.4
13:28:51:343,-3.47,0.63,10.37
13:28:51:455,-1.5,0.73,9.35
13:28:51:578,-2.36,-2.33,11.55
13:28:51:679,-6.66,-1.54,8.49
13:28:51:883,-1.47,0.03,9.78
13:28:52:61,-3.31,3.22,11.65
13:28:52:169,-1,1.39,9.57
13:28:52:306,0.6,0.96,9.14
13:28:52:422,-2.22,1.39,9.55
13:28:52:541,-1.61,0.5,9.58
13:28:52:630,-1.13,0.44,10.06
13:28:52:814,-1,-0.48,10.65
13:28:52:921,-1.47,-1.25,11.11
13:28:53:44,-1.48,0.93,10.57
13:28:53:168,-0.5,-1.13,9.73
13:28:53:301,-0.8,1.1,10.49
13:28:53:417,-1.71,-0.55,9.8
13:28:53:475,-1.01,2.14,9.87
13:28:53:586,-1.09,-0.76,11.31
13:28:53:681,-1.28,-0.37,9.78
13:28:53:790,-0.95,-0.86,10.78
13:28:53:855,0.13,1.65,7.72
13:28:53:913,0.45,0.92,8.45
13:28:54:15,-1.05,-2.38,11.11
13:28:54:213,1.59,0.59,9.01
13:28:54:362,-0.01,-1.4,10.61
13:28:54:498,-0.97,0.08,11.03
13:28:54:660,-1.05,-2.57,10.93
13:28:54:789,-1.83,-2.4,11.44
13:28:54:954,-2.57,0.68,9.23
13:28:55:160,-3.12,0.89,9.43
13:28:55:277,-3.51,-0.53,9.3
13:28:55:411,-1.21,0.05,10.19
13:28:55:515,-0.68,-0.08,10.74
13:28:55:615,-0.13,0.2,9.07
13:28:55:788,-0.29,-0.27,10.52
13:28:56:32,-1.34,-0.75,12.17
13:28:56:86,0.18,-1.4,9.13
13:28:56:170,-1.06,-1.32,10.6
13:28:56:264,-0.03,-0.54,9.2
13:28:56:434,-1.17,0.93,9.63
13:28:56:594,-0.15,-0.24,9.96
13:28:56:749,-0.03,-1.35,8.58
13:28:56:909,-1.36,-0.73,10.77
13:28:57:32,-0.34,2.56,10.57
13:28:57:165,-1.62,-0.86,9.48
13:28:57:665,-0.17,-1.99,10.3
13:28:58:228,-0.91,-0.15,10.52
13:28:58:289,-0.45,-0.19,10.46
13:28:58:427,0.36,-0.18,9.92
13:28:58:512,0.32,-0.26,9.92
13:28:58:556,-0.09,-0.77,11
13:28:58:657,-1.14,0.91,8.54
13:28:58:698,-1,-0.24,10.51
13:28:58:741,-1,-0.24,10.51
13:28:58:826,-1.47,0.15,9.84
13:28:58:977,-1.31,0.09,10.31
13:28:59:85,-2.11,0.22,9.84
13:28:59:199,-1.91,0.26,10.15
13:28:59:399,-1.93,0.48,10.23
13:28:59:486,-2.04,0.23,10.2
13:28:59:607,-1.7,0,10.1
13:28:59:724,-2.27,0.21,10.06
13:28:59:910,-1.02,0.1,11.06
13:29:0:18,-1.82,0.7,9.91
13:29:0:150,-2.16,0.19,9.98
13:29:0:257,-2.04,0.17,10.2
13:29:0:314,-2.34,0.34,9.88
13:29:0:424,-1.81,0.15,10.13
13:29:0:502,-1.4,-0.12,10.31
13:29:0:552,-1.67,-0.1,10.31
13:29:0:594,-2.03,0.03,10.26
13:29:0:651,-2.03,0.03,10.26
13:29:0:697,-1.49,0,10.15
13:29:0:763,-1.56,-0.01,10.1
13:29:0:847,-1.54,0.04,10.21
13:29:0:910,-1.3,-0.02,10.28
13:29:1:2,-1.41,0.04,10.19
13:29:1:249,-1.59,0.25,10.06
13:29:1:401,-1.83,0.25,10.23
13:29:1:429,-1.83,0.25,10.23
13:29:1:587,-1.8,0.09,10.08
13:29:1:686,-1.79,0.09,9.98
13:29:1:742,-1.84,0.08,10.01
13:29:1:794,-1.77,0.02,10.11
13:29:1:926,-1.87,0.12,10.12
13:29:2:10,-1.84,0.06,10.16
13:29:2:144,-1.85,0.14,10.06
13:29:2:205,-2.02,0.22,10.14
13:29:2:344,-2.06,0.03,10.16
13:29:2:404,-1.95,0.03,10.26
13:29:2:541,-1.95,0.22,10.07
13:29:2:575,-1.97,0.12,10.11
13:29:2:710,-2.15,0.12,10.26
13:29:2:759,-1.94,0.55,9.94
13:29:2:887,-2.07,0.24,10.13
13:29:2:933,-2.14,0.09,10.23
13:29:3:53,-2.13,0.16,10.23
13:29:3:95,-2.13,0.14,10.23
13:29:3:163,-1.77,0.06,10.1
13:29:3:207,-1.77,0.06,10.1
13:29:3:262,-1.77,0.1,10.1
13:29:3:534,-2.11,0.08,10.16
13:29:3:689,-2.17,0.17,10.3
13:29:3:843,-1.9,-0.37,10.48
13:29:4:132,-1.84,0.15,10.03
13:29:4:320,-1.9,0.08,10.13
13:29:4:462,-1.76,0.24,10.08
13:29:4:768,-1.88,0.16,10.06
13:29:4:971,-1.79,0.09,10.14
13:29:5:89,-1.86,0.09,10.11
13:29:5:212,-1.86,0.09,10.07
13:29:5:263,-1.84,0.09,10.14
13:29:5:399,-1.92,0.11,10.15
13:29:5:693,-2.51,-0.23,10.25
13:29:5:933,-1.73,-0.09,10.31
13:29:5:965,-1.9,0.01,10.22
13:29:6:231,-1.96,0.14,10.1
13:29:6:372,-2.08,0.12,10.11
13:29:6:449,-2.06,0.14,10.09
13:29:6:659,-1.81,0.05,10.08
13:29:6:811,-2.1,0.14,10.1
13:29:6:917,-2.13,0.12,10.18
13:29:7:33,-2.02,0.03,10.17
13:29:7:110,-1.83,-0.02,10.16
13:29:7:255,-2.06,0.26,10.18
13:29:7:442,-1.66,-0.12,10.19
13:29:7:582,-1.41,0.28,10.15
13:29:7:628,-1.38,0.46,10.05
13:29:7:801,-1.68,0.29,10.06
13:29:8:26,-1.83,0.03,10.16
13:29:8:118,-1.95,0.11,10.14
13:29:8:274,-1.9,0.04,10.17
13:29:8:368,-1.67,0.05,10.15
13:29:8:528,-1.62,0.04,10.16
13:29:8:847,-1.53,0.01,10.34
13:29:9:0,-1.79,0.09,10.13
13:29:9:146,-1.7,0.13,10.11
13:29:9:439,-1.98,0.21,10.12
13:29:9:512,-1.84,0.07,10.22
13:29:9:619,-1.84,0.27,9.94
13:29:9:869,-1.71,0.08,10.15
13:29:9:916,-1.79,0.17,10.05
13:29:10:106,-1.75,0.09,10.1
13:29:10:225,-1.75,0.09,10.11
13:29:10:454,-1.85,0.2,10.04
13:29:10:619,-2.13,0.18,10.23
13:29:10:734,-1.98,0.07,10.11
13:29:10:876,-1.48,0,10.25
13:29:11:14,-1.43,0.09,10.25
13:29:11:100,-1.8,0.06,10.09
13:29:11:193,-1.6,0.24,10.03
13:29:11:324,-1.96,0.08,10.04
13:29:11:454,-1.9,-0.04,10.08
13:29:11:719,-1.88,0.09,10.09
13:29:11:771,-1.87,0.14,10.1
13:29:11:848,-1.78,0.18,10.13
13:29:12:90,-2.04,0.09,10.13
13:29:12:155,-2.11,0.11,10.13
13:29:12:275,-1.83,0.07,10.11
13:29:12:406,-1.81,0.07,10.09
13:29:12:539,-1.63,0.11,10.15
13:29:12:608,-1.74,0.13,10.12
13:29:12:746,-1.52,0.1,10.09
13:29:12:865,-1.87,0.14,10.14
13:29:12:992,-1.93,0.14,10.17
13:29:13:94,-1.31,0.14,10.23
13:29:13:215,-1.42,0.06,10.21
13:29:13:434,-1.27,0.15,10.31
13:29:13:575,-1.27,-0.02,10.31
13:29:13:677,-2.02,0.09,10.18
13:29:13:813,-1.36,0.03,10.27
13:29:13:948,-1.38,0.24,10.15
13:29:14:84,-1.6,0.04,10.18
13:29:14:189,-1.76,0.01,10.23
13:29:14:335,-1.51,0.22,10.17
13:29:14:411,-1.49,0.06,10.16
13:29:14:489,-1.81,0.13,10.09
13:29:14:559,-1.79,0.13,10.13
13:29:14:625,-1.56,0.09,10.16
13:29:14:738,-2.06,0.09,10.13
13:29:14:776,-2.14,0.12,10.22
13:29:15:101,-1.7,0.05,10.14
13:29:15:231,-1.54,0.06,10.26
13:29:15:344,-1.95,0.02,10.16
13:29:15:476,-1.78,0.07,10.13
13:29:15:577,-1.36,0.24,10.17
13:29:15:641,-2.03,-0.01,10.23
13:29:15:761,-1.56,0.21,10.14
13:29:15:803,-1.63,0.21,10.15
13:29:15:915,-1.71,0.07,10.11
13:29:15:964,-1.37,0.05,10.16
13:29:16:53,-2.36,0.22,10.1
13:29:16:124,-2.05,0.11,10.16
13:29:16:245,-2.21,0.06,10.16
13:29:16:411,-2.17,0.07,10.21
13:29:16:533,-2.18,0.07,10.26
13:29:16:639,-1.68,0.09,10.06
13:29:16:764,-2.13,0.26,10.18
13:29:16:906,-2.58,-0.03,9.88
13:29:17:70,-2.07,1.34,11.33
13:29:17:272,-1.97,0.21,10.03
13:29:17:562,-1.77,0.06,10.23
13:29:17:649,-2.13,0.16,10.1
13:29:17:696,-1.53,0.14,10.19
13:29:17:773,-1.48,0.15,10.07
13:29:17:932,-1.79,0.11,10.06
13:29:18:1,-1.99,0.14,10.15
13:29:18:286,-1.45,-0.04,10.23
13:29:18:388,-1.8,0.07,10.14
13:29:18:445,-1.87,0.15,10.06
13:29:18:555,-1.44,-0.01,10.19
13:29:18:668,-1.59,0.15,10.0
13:29:18:756,-1.71,0.08,10.0
13:29:18:941,-1.67,0.07,10.17
13:29:19:27,-1.68,0.09,10.12
13:29:19:118,-1.87,0.17,10.0
13:29:19:159,-1.61,0.09,10.14
13:29:19:267,-1.98,0.07,10.15
13:29:19:303,-1.98,0.07,10.15
13:29:19:337,-1.9,0.08,10.16
13:29:19:384,-1.74,0.05,10.21
13:29:19:445,-1.57,0.08,10.14
13:29:19:644,-1.82,-0.08,10.23
13:29:19:831,-2.13,0.18,10.14
13:29:19:963,-1.06,0.09,10.37
13:29:20:71,-2.02,0.14,10.14
13:29:20:196,-2.06,0.17,10.14
13:29:20:358,-1.63,0.18,10.0
13:29:20:498,-1.38,0.03,10.19
13:29:20:583,-1.16,0.03,10.33
13:29:20:646,-1.37,0.07,10.27
13:29:20:723,-1.61,0.06,10.18
13:29:20:753,-1.48,0.13,10.19
13:29:20:826,-1.38,0.04,10.28
13:29:20:935,-1.71,0.21,10.13
13:29:20:984,-1.21,0.17,10.22
13:29:21:61,-1.16,0.2,10.32
13:29:21:113,-1.37,0.21,10.27
13:29:21:222,-1.38,0.01,10.28
13:29:21:279,-1.24,-0.08,10.41
13:29:21:326,-1.34,-0.09,10.32
13:29:21:411,-1,-0.05,10.4
13:29:21:648,-1.47,-0.02,10.27
13:29:21:815,-1.4,0.34,10.15
13:29:21:905,-2.23,0.12,10.2
13:29:21:996,-0.97,-0.05,10.35
13:29:22:63,-1.85,0.05,10.11
13:29:22:156,-1.28,0.14,10.28
13:29:22:270,-1.91,0.23,10.14
13:29:22:393,-1.35,-0.1,10.25
13:29:22:498,-2.04,0.08,10.15
13:29:22:612,-1.61,0.22,10.22
13:29:22:698,-1.44,0.02,10.24
13:29:22:838,-1.25,0.05,10.28
13:29:22:943,-1.96,0.27,10.13
13:29:23:76,-1.5,0.42,10.13
13:29:23:360,-2.6,1.28,9.9
13:29:23:485,-2.33,0.07,10.08
13:29:23:570,-0.31,1.09,9.6
13:29:23:704,0.98,1.84,9.55
13:29:23:816,1.26,3.3,8.45
13:29:23:860,1.26,3.3,8.45
13:29:23:939,-0.93,3.24,9
13:29:23:994,-0.3,2.44,9.28
13:29:24:117,-0.09,-2.64,11.8
13:29:24:265,0.55,-2.55,12.9
13:29:24:395,0.77,-2.25,13.9
13:29:24:486,-5.14,0.88,9
13:29:24:659,-1.65,-2.63,10.84
13:29:24:775,0.86,-2.55,9.1
13:29:24:826,3.37,-2.74,10.85
13:29:24:979,-0.12,-1.06,12.41
13:29:25:45,-1.68,2.31,9.04
13:29:25:139,2.95,-0.55,8.76
13:29:25:256,-0.97,-0.58,10.52
13:29:25:339,-4.16,-2.08,10.55
13:29:25:475,-2.98,-1.06,8.94
13:29:25:566,-0.4,-2.72,11.47
13:29:25:768,1.19,-0.92,8.47
13:29:25:890,0.22,-0.71,10.41
13:29:26:47,1.57,1,10.11
13:29:26:153,0.15,0.06,10.31
13:29:26:251,-0.61,1.97,8.94
13:29:26:334,-0.46,-3.96,11.1
13:29:26:468,-2.01,-1.27,8.92
13:29:26:678,-1.37,-0.54,10.57
13:29:26:825,-1.25,2.26,8.46
13:29:26:901,-0.92,3.53,11.69
13:29:26:970,1.62,0.13,11.44
13:29:27:35,-0.26,0.79,9.73
13:29:27:86,-0.94,-0.38,10.5
13:29:27:235,-3.68,-0.04,7.77
13:29:27:391,-0.51,0.79,9.19
13:29:27:498,-2.82,-0.2,12.03
13:29:27:557,-2.82,-0.2,12.03
13:29:27:735,-1.29,0.65,9.98
13:29:27:821,-3.44,-2.65,10.54
13:29:28:13,1.39,0.6,10.6
13:29:28:87,0.77,3.01,11.14
13:29:28:215,-0.77,5.15,3.14
13:29:28:265,-2.79,-2.37,12.36
13:29:28:401,0.37,3.61,8.51
13:29:28:447,-2.49,-4.91,16.42
13:29:28:580,-2.99,9.23,7
13:29:28:764,-6.34,-3.14,11.07
13:29:28:911,2.65,-2.52,9.02
13:29:28:964,-0.72,2.85,10.87
13:29:29:39,-2.88,5.28,9.59
13:29:29:100,0.62,4.16,10.32
13:29:29:300,-4.83,-2.78,12.85
13:29:29:461,-7.03,-13.8,-0.87
13:29:29:524,0.95,-2.65,12.73
13:29:29:617,5.4,-4.16,8.47
13:29:29:763,-1.9,6.07,10.37
13:29:29:869,1.2,1.54,7.3
13:29:29:952,-3.91,-0.65,9.5
13:29:30:65,1.13,6.4,9.81
13:29:30:161,-2.25,-0.97,8
13:29:30:209,-0.73,-2.06,12.14
13:29:30:392,-1.41,3.06,10.77
13:29:30:513,-3.7,-2.52,14.91
13:29:30:693,1.47,2.5,11.94
13:29:30:884,-3.18,-1.14,9.87
13:29:30:926,0.6,1.12,10.23
13:29:31:49,-0.24,-0.89,11.67
13:29:31:143,0.72,-0.75,9.08
13:29:31:204,-0.66,-1.26,11.03
13:29:31:324,0.06,-1.16,11.65
13:29:31:452,0.06,-1.16,11.65
13:29:31:932,-0.4,-1.91,12.35
13:29:32:99,-0.65,1.77,11.11
13:29:32:186,-1.76,-0.32,11.44
13:29:32:234,-1.76,-0.32,11.44
13:29:32:302,-1.31,1.18,10.01
13:29:32:339,-1.31,1.18,10.01
13:29:32:379,-2.04,1.8,8.49
13:29:32:424,-1.09,0.25,11.52
13:29:32:468,-1.09,0.25,11.52
13:29:32:498,-1.09,0.25,11.52
13:29:32:533,-1.09,0.25,11.52
13:29:32:566,-1.09,0.25,11.52
13:29:32:632,-1.09,0.25,11.52
13:29:32:698,-1.57,-1.33,12.7
13:29:32:785,-1.19,1.14,11.04
13:29:32:743,-1.57,-1.33,12.7
13:29:32:843,1.12,-7.84,17.75
13:29:32:957,0.43,2.76,10.34
13:29:33:55,0.65,-1.84,14.23
13:29:33:131,-4.32,-2.91,12.56
13:29:33:271,7.25,7.01,0.8
13:29:33:316,3.48,-2.42,11.53
13:29:33:407,-1.4,-4.68,13.44
13:29:33:454,-1.4,-4.68,13.44
13:29:33:773,-0.88,-9.04,13.1
13:29:33:534,-4.25,8.79,2.36
13:29:33:676,-0.88,-9.04,13.1
13:29:33:863,-0.88,-9.04,13.1
13:29:33:923,-0.88,-9.04,13.1
13:29:33:967,-0.88,-9.04,13.1
13:29:34:48,-2.85,-7.13,19.09
13:29:34:225,-0.47,5.05,10.38
13:29:34:273,-2.62,1.9,9.24
13:29:34:303,-2.62,1.9,9.24
13:29:34:366,1.91,2.08,11.21
13:29:34:400,-0.16,1.33,11.93
13:29:34:457,-0.16,1.33,11.93
13:29:34:556,0.52,2.04,10.77
13:29:34:810,-5.61,-8.7,15.51
13:29:34:868,-5.61,-8.7,15.51
13:29:35:222,-0.46,7.57,-8.98
13:29:35:415,-0.66,-1.94,5.22
13:29:35:727,3.78,3.73,16.85
13:29:36:166,-2.36,-0.37,10.01
13:29:36:340,-1.08,-4.17,10.39
13:29:36:412,-0.17,-2.56,10.71
13:29:36:639,-1.64,-2.97,10.74
13:29:36:665,-0.5,-2.99,11.32
13:29:36:717,0.29,-2.94,9.46
13:29:36:946,-1.43,-0.84,11.34
13:29:37:81,-1.36,-2.59,8.9
13:29:37:186,-1.85,-2.19,11.2
13:29:37:290,-2.3,1.04,9.32
13:29:37:326,-0.87,-0.99,10.65
13:29:37:434,0.96,0.22,8.54
13:29:37:473,-0.82,-1.17,10.79
13:29:37:584,-1.57,0.4,10.11
13:29:37:699,-0.09,0.36,9.37
13:29:37:847,1.53,-1.05,7.28
13:29:37:946,-1.88,-2.71,15.68
13:29:38:13,-3.11,0.61,6.72
13:29:38:88,0.72,-1.9,7.19
13:29:38:169,-5.21,1.63,9.5
13:29:38:283,1.96,-1.32,12.38
13:29:38:405,0.56,-1.52,11.9
13:29:38:512,-0.73,1.48,10.52
13:29:38:672,0.72,-0.02,12.01
13:29:38:931,0.47,3.29,11.44
13:29:39:23,-2.68,-3.72,16.51
13:29:39:159,4.91,1.27,7.47
13:29:39:254,2.89,3.95,9.71
13:29:39:406,-1.33,-0.28,8.27
13:29:39:453,-1.74,-1.04,7.84
13:29:39:542,1.81,0.19,7.69
13:29:39:624,0.29,-0.32,9.49
13:29:39:674,-0.84,-0.59,9.98
13:29:39:754,-0.94,-0.56,10.98
13:29:40:88,-1.33,-0.06,10.6
13:29:40:339,-1.07,-1.93,10.9
13:29:40:454,-2.19,0.34,10.03
13:29:40:635,-1,2.14,9.49
13:29:40:715,-0.75,-1.33,9.49
13:29:40:804,-0.05,2.08,7.76
13:29:41:75,0.26,0.07,10.66
13:29:41:178,-0.88,3.2,8.31
13:29:41:337,-0.77,0.09,10.83
13:29:41:537,-0.34,-1.4,10.27
13:29:41:628,-0.6,-0.82,10.41
13:29:41:718,-1.87,-1.38,11.06
13:29:41:810,0.07,-3.44,12.8
13:29:41:902,-1.42,-0.63,9.97
13:29:42:84,-0.59,0.19,9.16
13:29:42:253,-0.14,4.03,7.88
13:29:42:308,0.77,-8.17,9.18
13:29:42:362,-0.87,-1.77,12.26
13:29:42:525,-1.4,-1.07,8.87
13:29:42:709,0.87,4.18,6.29
13:29:42:831,-1.9,-6.48,11.19
13:29:42:943,-1.24,-2.07,13
13:29:43:7,-0.69,0.19,8.3
13:29:43:123,-0.44,-1.04,11.6
13:29:43:243,0.24,0.17,7.44
13:29:43:427,-0.43,1.07,10.43
13:29:43:529,-0.73,-0.44,10.17
13:29:43:643,-0.84,-3.69,16
13:29:43:867,-1.78,2.38,11.33
13:29:44:21,-0.34,1.58,10.1
13:29:44:212,-0.55,0.02,3.69
13:29:44:282,-2.94,-0.81,10.46
13:29:44:434,0.41,-4.89,6.3
13:29:44:626,0.51,-4.42,11.75
13:29:44:762,-0.63,3.11,8.72
13:29:44:889,0.05,-1.03,10.07
13:29:45:22,-1.23,2.21,10.61
13:29:45:117,-0.56,-1.02,9.15
13:29:45:182,-0.22,-0.74,9.91
13:29:45:309,-1.14,1.64,9.74
13:29:45:349,-0.83,1.47,9.83
13:29:45:431,-0.62,1.01,9.83
13:29:45:578,-0.84,0.65,10.05
13:29:45:779,-0.54,-0.08,10.18
13:29:45:887,-1.68,-1.33,10.51
13:29:45:990,-0.04,-0.35,11.61
13:29:46:41,-1.1,1.32,8.47
13:29:46:175,0.05,-0.49,9.86
13:29:46:220,0.05,-0.49,9.86
13:29:46:263,-0.37,-0.14,11.04
13:29:46:416,-1.05,-0.42,8.84
13:29:46:677,-0.44,-1.66,11.07
13:29:46:874,-1.12,-3.28,12.2
13:29:46:974,-1.14,-1.12,11.06
13:29:47:105,0.2,0.51,7.93
13:29:47:157,-0.85,-0.93,10.23
13:29:47:311,-1,-2.1,10.28
13:29:47:414,-0.62,-1.27,10.67
13:29:47:561,-0.7,-0.15,12.8
13:29:47:659,-1.33,-2.8,14.04
13:29:47:752,-0.9,-3.13,11.41
13:29:47:918,0.26,2.48,6.74
13:29:48:4,-2.51,-4.72,13.83
13:29:48:86,-1.18,0.23,10.93
13:29:48:204,-0.79,-0.39,11.65
13:29:48:258,-1.11,-0.34,11.67
13:29:48:378,-1.8,-3.62,12.3
13:29:48:477,0.14,-2.01,12.51
13:29:48:609,-0.84,-1.78,10.82
13:29:48:677,0.04,-1.22,10.4
13:29:48:832,-0.13,-0.4,10.86
13:29:48:956,-0.93,-0.85,10.83
13:29:49:69,-1.15,1.42,9.6
13:29:49:147,-1.53,-0.47,9.75
13:29:49:276,0.08,-1.61,10.54
13:29:49:318,-1.51,1.16,11.36
13:29:49:505,-0.87,2.07,8.53
13:29:49:676,-1.21,-0.24,9.89
13:29:49:800,0.06,0.62,8.72
13:29:49:871,0.67,-0.23,9.73
13:29:50:6,-2.18,0.96,8.12
13:29:50:137,-0.08,3.47,7.53
13:29:50:246,-0.87,-1,10.83
13:29:50:374,0.34,-0.29,9.49
13:29:50:493,-1.68,-4.3,13.45
13:29:50:639,-0.94,-0.29,11.52
13:29:50:755,0.12,0.65,8.69
13:29:50:832,0.12,0.65,8.69
13:29:50:962,-0.23,0.46,9.75
13:29:51:66,-2.5,0.47,9.81
13:29:51:153,-1.3,-0.68,10.45
13:29:51:230,-1.23,-0.81,10.93
13:29:51:276,0.82,-1.68,9.41
13:29:51:414,-0.08,-2.34,12.55
13:29:51:497,-1.86,-1.36,10.47
13:29:51:646,-0.98,0.34,9.76
13:29:51:716,-0.5,0.07,8.92
13:29:51:796,-0.13,3,8.22
13:29:52:19,-1.98,1.05,9.21
13:29:52:160,-1.62,1.37,9.35
13:29:52:285,-0.48,-0.76,11.32
13:29:52:355,-0.66,1.47,8.3
13:29:52:433,-0.39,1.43,10.08
13:29:52:560,-1.94,-0.32,9.63
13:29:52:685,-0.83,1.94,7.57
13:29:52:751,-1.03,-1.15,11.63
13:29:52:864,-0.23,-0.62,11.56
13:29:53:26,0.08,0.02,9.06
13:29:53:186,-0.85,-0.34,12.53
13:29:53:252,-0.56,-4.21,12.04
13:29:53:373,0.45,-0.15,7.4
13:29:53:529,-0.92,3.73,3.38
13:29:53:611,-0.62,-0.09,10.94
13:29:53:715,-2.2,-4.71,10.79
13:29:53:778,-0.55,0.72,9.72
13:29:53:898,-1.92,-0.07,9.96
13:29:54:14,-0.92,-0.1,10.31
13:29:54:187,-1.33,-1.88,11.52
13:29:54:317,-1.5,-0.26,10.76
13:29:54:409,-0.36,-0.6,10.47
13:29:54:536,-0.98,-3.28,12.37
13:29:54:713,-1.25,-2.35,10.66
13:29:54:886,-1.41,0.84,10.6
13:29:55:96,-0.3,2.6,7.59
13:29:55:166,-0.62,-1.45,10.92
13:29:55:349,-1.47,-0.3,10.86
13:29:55:459,-1.36,-0.08,9.75
13:29:55:511,-0.55,0.3,9.52
13:29:55:593,-0.5,-1.28,11.81
13:29:55:670,-0.16,-0.3,10.28
13:29:55:790,0.39,-0.64,10.27
13:29:55:918,-1.21,1.46,9.9
13:29:55:990,-1.26,-0.72,10.27
13:29:56:141,-1.35,-0.47,12.05
13:29:56:244,-1.74,0.61,10.58
13:29:56:307,-1.09,0.65,10.55
13:29:56:385,0.39,1.02,8.27
13:29:56:482,-0.14,2.43,9.0
13:29:56:586,-0.14,2.43,9.06
13:29:56:788,-0.34,-2.47,12.19
